Name	Id	Inertia	Load	PV	Wind	Lat	Lon
D_233	95218000	1	476.0888577	3.57304890714	300.482143734	12.6484294818763	48.1118345665565
A_st.Pet	117726000	3	588.63	0	0	12.8434354354098	48.1915609021706
Lx-2	54780000	4	273.9	0	0	6.07323840963596	49.7000857285852
Lx-1	52738000	5	263.69	0	0	6.04610129247518	49.8668740962781
D_Eichst	353740000	6	1768.7	22.8588952625	135.712219753	7.68168448371151	48.1393143399259
D-98	71567000	7	357.8364134	10.0787821121	37.3393554346	13.8330297731601	50.9513516355843
D-99	71567000	8	357.8364134	80.959719848	75.7877481275	12.3274336262201	51.0971467831004
D_Connef	79452000	9	397.2604275	130.87700292	66.1100225254	8.2696886821618	53.3192902985459
D-159	50000000	10	0.0	16.4400023928	64.6768255426	9.25760980202561	49.8513025825603
D-92	350000000	11	0.0	28.3881718738	60.1611281111	12.4114886169372	51.1782440649779
D-93	144760000	12	723.801899	120.940082119	183.522796066	6.44084505818826	51.8182541187349
D-90	72512000	13	362.5622272	81.6305780101	72.5574202379	9.47429198680523	51.5486266350934
D-91	420000000	14	0.0	57.2138599402	36.4093020735	8.17290654119557	51.6705464146237
D-96	79548000	15	397.7378607	32.6817966922	92.6771989728	9.89933717532654	51.4238736836274
D-97	138469000	16	692.3458099	343.905625861	77.9819581242	8.73521697991134	51.5211470153892
D-94	250000000	17	0.0	32.3702321308	44.1745515908	13.6735327040226	51.0126218212894
D-95	750000000	18	0.0	65.590969224	98.8468401933	7.19351660407316	51.729552325345
D-78	144760000	19	723.801899	30.1819882639	116.23545724	8.53291865327676	51.9012585945813
D-79	116062000	20	580.3100109	397.249456206	111.141045209	11.4879388153858	51.5216978408213
D-70	116062000	21	580.3100109	335.073764898	313.455161752	12.1852476498711	51.6664343685843
D-71	138469000	22	692.3458099	20.2265061697	26.5824232238	8.85758119167259	52.0045643283002
PL-68	36074000	23	180.37	0	0	14.8254255092179	50.9708304798389
D-73	138469000	24	692.3458099	18.7535349876	69.270745566	8.32043571917731	52.0553396285308
D-74	79329000	25	396.6465235	66.8471710197	38.0049103702	9.48890202093654	51.9118978002019
D-75	250000000	26	0.0	35.2797148123	61.1601234178	9.94592451957939	51.7739932863354
D-76	138469000	27	692.3458099	159.387149005	173.219289728	7.80475391074691	52.0114449766218
D-77	500000000	28	0.0	13.8381068528	50.0352798631	14.4508201765375	51.2697469045236
E-204	81368000	29	406.8386555	1.3887824602	169.688666633	10.2611091444558	48.435399811663
D-85	1000000000	31	0.0	316.680186414	139.952149402	11.8616499031604	51.3205442716025
D-84	138469000	32	692.3458099	144.158933885	65.3059207954	8.84591203002465	51.6572974361669
D-87	76000000	33	379.9999952	260.222699165	165.768256385	11.0643531071345	51.4015367839874
D-86	138469000	34	692.3458099	53.0090641669	71.63598462	8.27428122889173	51.7171655513848
D-81	138469000	35	692.3458099	100.366877511	83.5702331312	8.99075169560045	51.7544696868208
D-80	162000000	36	810.0000381	93.6940926692	94.8965992958	14.8441195903981	51.1355098016602
D-83	71567000	37	357.8364134	36.7334617981	37.6953345187	14.1833695964648	51.0907466614102
D-82	71567000	38	357.8364134	295.164996186	179.559960005	13.448556331026	51.2029288961646
D-89	71567000	40	357.8364134	79.7260567652	103.778840911	12.7042866444929	51.2162309900255
D-88	633000000	41	0.0	93.9996911007	62.7742930076	7.94795334414334	51.7461842491832
F-41	59470000	42	297.35	0	0	6.25396888735041	48.9364878731824
D-129	325000000	43	0.0	63.2595382395	42.6087739435	11.7910769977964	50.5000188356853
D-121	71567000	44	357.8364134	0.200859706654	9.90510144166	12.9125470531044	50.5317594664947
D-120	138469000	45	692.3458099	15.0147602499	14.9312344313	8.0922983548821	51.0817342909425
D-123	138469000	46	692.3458099	12.6375889361	59.7580828912	7.10018309258041	51.1183994033669
D-122	250000000	47	0.0	48.4767941524	10.3313482779	13.0202836639038	50.4893851822494
D-125	71567000	48	357.8364134	5.96612990061	40.1706155241	12.3965770169614	50.5156458333379
D_Gronau	158400000	49	792.0000076	336.035637619	252.580086762	7.21496630725145	52.24989969802
D-127	138469000	50	692.3458099	23.6603453792	50.7538670645	7.60959354507901	51.0243412781972
D-126	1650000000	51	0.0	25.1585068876	90.6347938368	6.71603511675814	51.1442224747688
D-69	79548000	52	397.7378607	5.43580724278	16.829126643	9.83500112102686	51.9388100619675
D-68	2053276000	53	1766.38	56.1326646216	100.295946856	14.3906027432708	51.4503899746694
D-63	79329000	54	396.6465235	78.5699533711	72.1682959878	8.40902301526132	52.3576050983192
D-62	2225000000	55	0.0	131.0327852	177.704493606	14.3273342117556	51.7043484456546
D-61	138469000	56	692.3458099	23.5463260077	41.5965205704	8.93418056932246	52.316387398773
D-60	79329000	57	396.6465235	94.8415783201	57.8635051961	9.72223694059509	52.2437326500882
D-66	1070000000	58	0.0	42.4755303757	30.8389254563	9.03105296825844	52.1658145410673
