Name	Id	Inertia	Load	PV	Wind	Lat	Lon
D_233	95218000	1	476.0888577	1.78652445357	150.241071867	12.6484294818763	48.1118345665565
A_st.Pet	117726000	3	588.63	0	0	12.8434354354098	48.1915609021706
Lx-2	54780000	4	273.9	0	0	6.07323840963596	49.7000857285852
Lx-1	52738000	5	263.69	0	0	6.04610129247518	49.8668740962781
D_Eichst	353740000	6	1768.7	11.4294476313	67.8561098763	7.68168448371151	48.1393143399259
D-98	71567000	7	357.8364134	5.03939105605	18.6696777173	13.8330297731601	50.9513516355843
D-99	71567000	8	357.8364134	40.479859924	37.8938740637	12.3274336262201	51.0971467831004
D_Connef	79452000	9	397.2604275	65.4385014599	33.0550112627	8.2696886821618	53.3192902985459
D-159	50000000	10	0.0	8.2200011964	32.3384127713	9.25760980202561	49.8513025825603
D-92	350000000	11	0.0	14.1940859369	30.0805640556	12.4114886169372	51.1782440649779
D-93	144760000	12	723.801899	60.4700410593	91.761398033	6.44084505818826	51.8182541187349
D-90	72512000	13	362.5622272	40.8152890051	36.278710119	9.47429198680523	51.5486266350934
D-91	420000000	14	0.0	28.6069299701	18.2046510367	8.17290654119557	51.6705464146237
D-96	79548000	15	397.7378607	16.3408983461	46.3385994864	9.89933717532654	51.4238736836274
D-97	138469000	16	692.3458099	171.95281293	38.9909790621	8.73521697991134	51.5211470153892
D-94	250000000	17	0.0	16.1851160654	22.0872757954	13.6735327040226	51.0126218212894
D-95	750000000	18	0.0	32.795484612	49.4234200967	7.19351660407316	51.729552325345
D-78	144760000	19	723.801899	15.0909941319	58.1177286202	8.53291865327676	51.9012585945813
D-79	116062000	20	580.3100109	198.624728103	55.5705226043	11.4879388153858	51.5216978408213
D-70	116062000	21	580.3100109	167.536882449	156.727580876	12.1852476498711	51.6664343685843
D-71	138469000	22	692.3458099	10.1132530849	13.2912116119	8.85758119167259	52.0045643283002
PL-68	36074000	23	180.37	0	0	14.8254255092179	50.9708304798389
D-73	138469000	24	692.3458099	9.37676749379	34.635372783	8.32043571917731	52.0553396285308
D-74	79329000	25	396.6465235	33.4235855099	19.0024551851	9.48890202093654	51.9118978002019
D-75	250000000	26	0.0	17.6398574061	30.5800617089	9.94592451957939	51.7739932863354
D-76	138469000	27	692.3458099	79.6935745024	86.6096448639	7.80475391074691	52.0114449766218
D-77	500000000	28	0.0	6.9190534264	25.0176399316	14.4508201765375	51.2697469045236
E-204	81368000	29	406.8386555	0.694391230099	84.8443333166	10.2611091444558	48.435399811663
D-85	1000000000	31	0.0	158.340093207	69.976074701	11.8616499031604	51.3205442716025
D-84	138469000	32	692.3458099	72.0794669426	32.6529603977	8.84591203002465	51.6572974361669
D-87	76000000	33	379.9999952	130.111349583	82.8841281926	11.0643531071345	51.4015367839874
D-86	138469000	34	692.3458099	26.5045320835	35.81799231	8.27428122889173	51.7171655513848
D-81	138469000	35	692.3458099	50.1834387557	41.7851165656	8.99075169560045	51.7544696868208
D-80	162000000	36	810.0000381	46.8470463346	47.4482996479	14.8441195903981	51.1355098016602
D-83	71567000	37	357.8364134	18.366730899	18.8476672594	14.1833695964648	51.0907466614102
D-82	71567000	38	357.8364134	147.582498093	89.7799800027	13.448556331026	51.2029288961646
D-89	71567000	40	357.8364134	39.8630283826	51.8894204556	12.7042866444929	51.2162309900255
D-88	633000000	41	0.0	46.9998455504	31.3871465038	7.94795334414334	51.7461842491832
F-41	59470000	42	297.35	0	0	6.25396888735041	48.9364878731824
D-129	325000000	43	0.0	31.6297691198	21.3043869718	11.7910769977964	50.5000188356853
D-121	71567000	44	357.8364134	0.100429853327	4.95255072083	12.9125470531044	50.5317594664947
D-120	138469000	45	692.3458099	7.50738012494	7.46561721563	8.0922983548821	51.0817342909425
D-123	138469000	46	692.3458099	6.31879446807	29.8790414456	7.10018309258041	51.1183994033669
D-122	250000000	47	0.0	24.2383970762	5.16567413895	13.0202836639038	50.4893851822494
D-125	71567000	48	357.8364134	2.98306495031	20.0853077621	12.3965770169614	50.5156458333379
D_Gronau	158400000	49	792.0000076	168.017818809	126.290043381	7.21496630725145	52.24989969802
D-127	138469000	50	692.3458099	11.8301726896	25.3769335323	7.60959354507901	51.0243412781972
D-126	1650000000	51	0.0	12.5792534438	45.3173969184	6.71603511675814	51.1442224747688
D-69	79548000	52	397.7378607	2.71790362139	8.41456332149	9.83500112102686	51.9388100619675
D-68	2053276000	53	1766.38	28.0663323108	50.1479734279	14.3906027432708	51.4503899746694
D-63	79329000	54	396.6465235	39.2849766856	36.0841479939	8.40902301526132	52.3576050983192
D-62	2225000000	55	0.0	65.5163926002	88.8522468032	14.3273342117556	51.7043484456546
D-61	138469000	56	692.3458099	11.7731630039	20.7982602852	8.93418056932246	52.316387398773
D-60	79329000	57	396.6465235	47.42078916	28.931752598	9.72223694059509	52.2437326500882
D-66	1070000000	58	0.0	21.2377651879	15.4194627281	9.03105296825844	52.1658145410673
D-65	1120000000	59	0.0	59.5963344805	75.317749672	8.06357517971358	52.3080092377744
D-64	79329000	60	396.6465235	25.1936407636	12.0973227285	10.0020949272867	52.1499928519211
