PASSENGERS,ORIGIN,DEST,YEAR,MONTH
0,SDF,MKE,2018,6
0,SDF,MSP,2018,6
0,SDF,MSY,2018,6
0,SDF,OAK,2018,6
0,SDF,OKC,2018,6
0,SDF,OMA,2018,6
0,SDF,ONT,2018,6
0,SDF,ORD,2018,6
0,SDF,PBI,2018,6
0,SDF,PDX,2018,6
0,SDF,PHL,2018,6
0,SDF,PHX,2018,6
0,SDF,PIA,2018,6
0,SDF,PIT,2018,6
0,SDF,RDU,2018,6
0,SDF,RFD,2018,6
0,SDF,RIC,2018,6
0,SDF,RNO,2018,6
0,SDF,ROA,2018,6
0,SDF,RSW,2018,6
0,SDF,SAN,2018,6
0,SDF,SAT,2018,6
0,SDF,SBD,2018,6
0,SDF,SGF,2018,6
0,SDF,SHV,2018,6
0,SDF,SJC,2018,6
0,SDF,SJU,2018,6
0,SDF,SLC,2018,6
0,SDF,SNA,2018,6
0,SDF,STL,2018,6
0,SDF,SWF,2018,6
0,SDF,SYR,2018,6
0,SDF,TPA,2018,6
0,SDF,TUL,2018,6
0,SDF,TYS,2018,6
0,SGF,ICT,2018,6
0,SGF,SDF,2018,6
0,SHV,JAN,2018,6
0,SHV,MEM,2018,6
0,SHV,SDF,2018,6
0,SJC,ONT,2018,6
0,SJC,RNO,2018,6
0,SJC,SDF,2018,6
0,SJU,CAE,2018,6
0,SJU,FLL,2018,6
0,SJU,GSP,2018,6
0,SJU,JAX,2018,6
0,SJU,PBI,2018,6
0,SJU,PIT,2018,6
0,SJU,RDU,2018,6
0,SJU,ROA,2018,6
0,SJU,SDF,2018,6
0,SJU,TPA,2018,6
0,SJU,TYS,2018,6
0,SLC,OAK,2018,6
0,SLC,ONT,2018,6
0,SLC,PHX,2018,6
0,SLC,SDF,2018,6
0,SNA,SDF,2018,6
0,STL,RFD,2018,6
0,STL,SDF,2018,6
0,STL,SGF,2018,6
0,SWF,SDF,2018,6
0,SYR,BUF,2018,6
0,SYR,ROA,2018,6
0,SYR,SDF,2018,6
0,TPA,MCO,2018,6
0,TPA,PHL,2018,6
0,TPA,RSW,2018,6
0,TPA,SDF,2018,6
0,TUL,LIT,2018,6
0,TUL,OKC,2018,6
0,TUL,SDF,2018,6
0,TYS,SDF,2018,6
0,ANC,ANC,2018,4
0,LAX,GUM,2018,4
0,EIL,MTX,2018,5
0,HOM,ADQ,2018,5
0,MTX,EIL,2018,5
0,PPC,RMP,2018,5
0,BJI,BRD,2018,5
0,BJI,MSP,2018,5
0,BRD,BJI,2018,5
0,BRD,MSP,2018,5
0,MSP,BJI,2018,5
0,MSP,BRD,2018,5
0,HNL,HNM,2018,5
0,HNL,JRF,2018,5
0,HNL,KOA,2018,5
0,HNL,LNY,2018,5
0,HNL,LUP,2018,5
0,HNL,MUE,2018,5
0,HNM,HNL,2018,5
0,HNM,JHM,2018,5
0,HNM,JRF,2018,5
0,HNM,KOA,2018,5
0,HNM,LNY,2018,5
0,HNM,LUP,2018,5
0,HNM,MKK,2018,5
0,HNM,MUE,2018,5
0,JHM,HNM,2018,5
0,JHM,JRF,2018,5
0,JHM,LNY,2018,5
0,JHM,LUP,2018,5
0,JHM,MUE,2018,5
0,JHM,OGG,2018,5
0,JRF,HNL,2018,5
0,JRF,HNM,2018,5
0,JRF,JHM,2018,5
0,JRF,KOA,2018,5
0,JRF,LNY,2018,5
0,JRF,LUP,2018,5
0,JRF,MKK,2018,5
0,JRF,MUE,2018,5
0,JRF,OGG,2018,5
0,KOA,HNL,2018,5
0,KOA,HNM,2018,5
0,KOA,JRF,2018,5
0,KOA,LNY,2018,5
0,KOA,LUP,2018,5
0,KOA,MKK,2018,5
0,KOA,MUE,2018,5
0,LNY,HNL,2018,5
0,LNY,HNM,2018,5
0,LNY,JHM,2018,5
0,LNY,JRF,2018,5
0,LNY,KOA,2018,5
0,LNY,LUP,2018,5
0,LNY,MKK,2018,5
0,LNY,MUE,2018,5
0,LUP,HNL,2018,5
0,LUP,HNM,2018,5
0,LUP,JHM,2018,5
0,LUP,JRF,2018,5
0,LUP,KOA,2018,5
0,LUP,LNY,2018,5
0,LUP,MKK,2018,5
0,LUP,MUE,2018,5
0,LUP,OGG,2018,5
0,MKK,HNM,2018,5
0,MKK,ITO,2018,5
0,MKK,JRF,2018,5
0,MKK,KOA,2018,5
0,MKK,LNY,2018,5
0,MKK,LUP,2018,5
0,MKK,MUE,2018,5
0,MUE,HNL,2018,5
0,MUE,HNM,2018,5
0,MUE,JHM,2018,5
0,MUE,JRF,2018,5
0,MUE,LNY,2018,5
0,MUE,LUP,2018,5
0,MUE,MKK,2018,5
0,OGG,ITO,2018,5
0,OGG,JHM,2018,5
0,OGG,JRF,2018,5
0,OGG,LUP,2018,5
0,KOA,MIA,2018,5
0,LAX,KOA,2018,5
0,MIA,ANC,2018,5
0,MIA,LAX,2018,5
0,MIA,SJU,2018,5
0,SEA,MIA,2018,5
0,1G4,DQS,2018,5
0,ACY,TTN,2018,5
0,BED,BGR,2018,5
0,BFI,SCF,2018,5
0,BNA,SUA,2018,5
0,DPA,BEH,2018,5
0,DPA,CLE,2018,5
0,DPA,EAU,2018,5
0,FOK,N4Y,2018,5
0,HOU,TEB,2018,5
0,ISM,MIA,2018,5
0,JHW,MMU,2018,5
0,JRA,TEB,2018,5
0,JRA,TTN,2018,5
0,LEB,ILG,2018,5
0,LLY,TTN,2018,5
0,MDW,DPA,2018,5
0,MDW,PSP,2018,5
0,MDW,PWK,2018,5
0,MDW,UGN,2018,5
0,MEM,BFI,2018,5
0,MSN,MDW,2018,5
0,MSY,TEB,2018,5
0,NJ1,PHL,2018,5
0,OPF,MEM,2018,5
0,OPF,ORL,2018,5
0,ORD,MDW,2018,5
0,PHL,NJ1,2018,5
0,PHL,TTN,2018,5
0,PSP,AUS,2018,5
0,PSP,LAX,2018,5
0,PWK,MDW,2018,5
0,SAN,BUR,2018,5
0,SJC,COE,2018,5
0,TEB,EWR,2018,5
0,TEB,FOK,2018,5
0,TEB,HPN,2018,5
0,TEB,RIC,2018,5
0,TSS,TTN,2018,5
0,TTN,ESN,2018,5
0,TTN,HTO,2018,5
0,TTN,JRA,2018,5
0,TTN,MMU,2018,5
0,TTN,PHL,2018,5
0,TTN,WKV,2018,5
0,TUL,DPA,2018,5
0,UGN,MDW,2018,5
0,UGN,MSY,2018,5
0,UGN,PSP,2018,5
0,AGS,SAV,2018,5
0,AHN,MQY,2018,5
0,BFM,MCN,2018,5
0,BHM,MEM,2018,5
0,BNA,MQY,2018,5
0,BUF,PIT,2018,5
0,BWI,PIT,2018,5
0,CLT,MQY,2018,5
0,CMH,AGS,2018,5
0,EWR,TEB,2018,5
0,FCM,MQY,2018,5
0,FOK,CLE,2018,5
0,FRG,TEB,2018,5
0,IPT,PIT,2018,5
0,LIT,MQY,2018,5
0,MBL,BMI,2018,5
0,MCN,BFM,2018,5
0,MCN,MBL,2018,5
0,MDW,BNA,2018,5
0,MDW,MCN,2018,5
0,MDW,MQY,2018,5
0,MEM,MQY,2018,5
0,MKL,MQY,2018,5
0,MMU,TEB,2018,5
0,MNZ,MQY,2018,5
0,MQY,AHN,2018,5
0,MQY,AVL,2018,5
0,MQY,BHM,2018,5
0,MQY,BNA,2018,5
0,MQY,CLT,2018,5
0,MQY,IAD,2018,5
0,MQY,MDW,2018,5
0,MQY,MEM,2018,5
0,MQY,MKL,2018,5
0,MQY,MNZ,2018,5
0,MQY,MQY,2018,5
0,MQY,MSY,2018,5
0,MQY,ORL,2018,5
0,MQY,PIT,2018,5
0,MQY,RDU,2018,5
0,MQY,SDF,2018,5
0,MQY,SWF,2018,5
0,MQY,TEB,2018,5
0,MQY,TN8,2018,5
0,MQY,TUP,2018,5
0,MRK,PIT,2018,5
0,MSY,SRQ,2018,5
0,MSY,TUP,2018,5
0,OPF,MCO,2018,5
0,OPF,MQY,2018,5
0,OPF,PDK,2018,5
0,OPF,QMA,2018,5
0,ORL,AHN,2018,5
0,PIT,BUF,2018,5
0,PIT,BWI,2018,5
0,PIT,GSP,2018,5
0,PIT,JST,2018,5
0,PIT,MQY,2018,5
0,PIT,OPF,2018,5
0,PIT,SAV,2018,5
0,PIT,SRQ,2018,5
0,PIT,TEB,2018,5
0,PIT,UST,2018,5
0,QMA,MQY,2018,5
0,RDU,MQY,2018,5
0,RIC,BNA,2018,5
0,RST,MQY,2018,5
0,SDF,MQY,2018,5
0,SWO,TN8,2018,5
0,SYR,MQY,2018,5
0,TN8,MQY,2018,5
0,TRI,MQY,2018,5
0,ORD,SFO,2018,6
0,AUS,CHS,2018,6
0,AUS,IAH,2018,6
0,AUS,ORD,2018,6
0,BWI,EWR,2018,6
0,CLE,ORD,2018,6
0,CLE,ROC,2018,6
0,CRP,IAH,2018,6
0,EWR,IAH,2018,6
0,MDT,EWR,2018,6
0,MSY,IAH,2018,6
0,RFD,ORD,2018,6
0,SAT,IAH,2018,6
0,AUS,IAH,2018,6
0,HNL,LAX,2018,6
0,SFO,EWR,2018,6
0,SFO,IAD,2018,6
0,ABQ,CLT,2018,6
0,AMA,PHX,2018,6
0,ATL,ONT,2018,6
0,BDL,MKE,2018,6
0,BDL,ONT,2018,6
0,BNA,EWR,2018,6
0,BOI,SFO,2018,6
0,BUR,FLL,2018,6
0,BWI,LGA,2018,6
0,BWI,PHL,2018,6
0,CLT,OAK,2018,6
0,DTW,TUS,2018,6
0,FLL,SFO,2018,6
0,HOU,SDF,2018,6
0,IND,LGA,2018,6
0,JAX,BUF,2018,6
0,LAX,CVG,2018,6
0,LAX,SAN,2018,6
0,MSP,EWR,2018,6
0,OKC,BNA,2018,6
0,PVD,LAX,2018,6
0,SAN,ALB,2018,6
0,SDF,LIT,2018,6
0,SEA,PDX,2018,6
0,SFO,EWR,2018,6
0,SJC,CVG,2018,6
0,STL,MAF,2018,6
0,TPA,LIT,2018,6
0,ABQ,COS,2018,6
0,BHM,ATL,2018,6
0,CLE,CMH,2018,6
0,CLT,ATL,2018,6
0,ECP,ATL,2018,6
0,HNL,GUM,2018,6
0,ABE,DAY,2018,6
0,ADS,CLL,2018,6
0,ADS,EUG,2018,6
0,ADS,OMA,2018,6
0,AUS,ADS,2018,6
0,BFI,ELP,2018,6
0,BFI,PHX,2018,6
0,BKL,ABE,2018,6
0,BOS,YIP,2018,6
0,CAK,YIP,2018,6
0,CHA,IND,2018,6
0,CLL,LBB,2018,6
0,CMH,SHV,2018,6
0,DAB,YIP,2018,6
0,DAY,GDC,2018,6
0,DPA,RWI,2018,6
0,DRT,GDC,2018,6
0,ELP,MFE,2018,6
0,EUG,PHX,2018,6
0,FLL,RWI,2018,6
0,FYV,BQK,2018,6
0,GDC,BKL,2018,6
0,GDC,CMH,2018,6
0,GDC,DAY,2018,6
0,GDC,DRT,2018,6
0,GDC,MCO,2018,6
0,GDC,TCL,2018,6
0,GDC,TUL,2018,6
0,GSP,GDC,2018,6
0,GSP,TCL,2018,6
0,GSP,YIP,2018,6
0,IND,RWI,2018,6
0,IND,YIP,2018,6
0,LRD,CHA,2018,6
0,LRD,GDC,2018,6
0,LRD,GSP,2018,6
0,LRD,YIP,2018,6
0,MCO,BOS,2018,6
0,MFE,ADS,2018,6
0,MFE,IND,2018,6
0,MYR,RDU,2018,6
0,NYL,PHX,2018,6
0,OAK,ELP,2018,6
0,OMA,ADS,2018,6
0,OMA,XNA,2018,6
0,PHX,BFI,2018,6
0,RIC,LRD,2018,6
0,RWI,GDC,2018,6
0,RWI,NYL,2018,6
0,RWI,RIC,2018,6
0,RWI,SHV,2018,6
0,RWI,YIP,2018,6
0,SDF,LBB,2018,6
0,SHV,NYL,2018,6
0,SVH,IND,2018,6
0,TCL,GSP,2018,6
0,YIP,BFI,2018,6
0,YIP,CMH,2018,6
0,YIP,DPA,2018,6
0,YIP,FSD,2018,6
0,YIP,TCL,2018,6
0,YIP,YIP,2018,6
0,ALB,SDF,2018,6
0,BJI,BRD,2018,6
0,BJI,MSP,2018,6
0,BRD,BJI,2018,6
0,BRD,MSP,2018,6
0,MSP,BJI,2018,6
0,MSP,BRD,2018,6
0,BLD,1G4,2018,6
0,HNL,ITO,2018,6
0,HNL,KOA,2018,6
0,HNL,LIH,2018,6
0,HNL,OGG,2018,6
0,ITO,HNL,2018,6
0,ITO,KOA,2018,6
0,ITO,LIH,2018,6
0,ITO,OGG,2018,6
0,KOA,HNL,2018,6
0,KOA,ITO,2018,6
0,KOA,LIH,2018,6
0,KOA,OGG,2018,6
0,LIH,HNL,2018,6
0,LIH,OGG,2018,6
0,OGG,HNL,2018,6
0,OGG,ITO,2018,6
0,OGG,KOA,2018,6
0,OGG,LIH,2018,6
0,GUM,HNL,2018,6
0,HNL,GUM,2018,6
0,HNL,PPG,2018,6
0,PPG,HNL,2018,6
0,ORD,DEC,2018,6
0,STL,DEC,2018,6
0,HNL,ITO,2018,6
0,HNL,KOA,2018,6
0,HNL,LIH,2018,6
0,HNL,OGG,2018,6
0,ITO,HNL,2018,6
0,ITO,LIH,2018,6
0,ITO,OGG,2018,6
0,KOA,HNL,2018,6
0,KOA,ITO,2018,6
0,KOA,LIH,2018,6
0,KOA,OGG,2018,6
0,LIH,HNL,2018,6
0,LIH,ITO,2018,6
0,LIH,OGG,2018,6
0,OGG,HNL,2018,6
0,OGG,ITO,2018,6
0,OGG,KOA,2018,6
0,CPX,SIG,2018,6
0,SIG,CPX,2018,6
0,SIG,VQS,2018,6
0,SJU,STT,2018,6
0,SJU,STX,2018,6
0,VQS,SIG,2018,6
0,A03,HOM,2018,6
0,A72,HOM,2018,6
0,KEB,SOV,2018,6
0,ABE,CVG,2018,6
0,ABE,DFW,2018,6
0,ABE,ONT,2018,6
0,ABE,SEA,2018,6
0,AUS,TUL,2018,6
0,BNA,MEM,2018,6
0,BWI,CVG,2018,6
0,CVG,ABE,2018,6
0,CVG,BNA,2018,6
0,CVG,BWI,2018,6
0,CVG,DFW,2018,6
0,CVG,MEM,2018,6
0,CVG,MIA,2018,6
0,CVG,PHL,2018,6
0,CVG,PHX,2018,6
0,CVG,SEA,2018,6
0,CVG,TUL,2018,6
0,DEN,ABE,2018,6
0,DFW,ABE,2018,6
0,DFW,CVG,2018,6
0,DFW,SEA,2018,6
0,DFW,SMF,2018,6
0,HNL,LAX,2018,6
0,LAX,HNL,2018,6
0,MEM,CVG,2018,6
0,MIA,CVG,2018,6
0,ONT,DFW,2018,6
0,ONT,TPA,2018,6
0,PHL,CVG,2018,6
0,PHX,ABE,2018,6
0,PHX,CVG,2018,6
0,PHX,RFD,2018,6
0,RFD,PHX,2018,6
0,CGA,WFB,2018,2
0,KCC,WFB,2018,2
0,WFB,KCC,2018,2
0,WFB,WMK,2018,2
0,ILI,PDB,2018,2
0,ILI,PTA,2018,2
0,PTA,ILI,2018,2
0,WFB,KCC,2018,3
0,WFB,KTB,2018,3
0,ANC,ILI,2018,3
0,ILI,PTA,2018,3
0,PDB,ILI,2018,3
0,PTA,ILI,2018,3
0,ADQ,HOM,2018,4
0,AKP,AET,2018,4
0,FAI,AKP,2018,4
0,ANC,ILI,2018,4
0,ILI,PDB,2018,4
0,ILI,PTA,2018,4
0,ILI,PTA,2018,4
0,PDB,ILI,2018,4
0,ANC,ANI,2018,1
0,ANC,ANV,2018,1
0,ANC,AUK,2018,1
0,ANC,BET,2018,1
0,ANC,CKD,2018,1
0,ANC,ELI,2018,1
0,ANC,EMK,2018,1
0,ANC,GAM,2018,1
0,ANC,HCR,2018,1
0,ANC,KGX,2018,1
0,ANC,KLG,2018,1
0,ANC,KOT,2018,1
0,ANC,KSM,2018,1
0,ANC,KWT,2018,1
0,ANC,MLL,2018,1
0,ANC,MOU,2018,1
0,ANC,OME,2018,1
0,ANC,PIZ,2018,1
0,ANC,PQS,2018,1
0,ANC,SHX,2018,1
0,ANC,SKK,2018,1
0,ANC,SMK,2018,1
0,ANC,SVA,2018,1
0,ANC,SXP,2018,1
0,ANC,UNK,2018,1
0,ANC,WBB,2018,1
0,ANI,ANC,2018,1
0,ANI,CYF,2018,1
0,ANI,FAI,2018,1
0,ANI,KSM,2018,1
0,ANI,MLL,2018,1
0,ANI,TLT,2018,1
0,ANI,WTL,2018,1
0,ANV,ANC,2018,1
0,ANV,BET,2018,1
0,BET,ANC,2018,1
0,BET,ANV,2018,1
0,BET,AUK,2018,1
0,BET,CHU,2018,1
0,BET,CKD,2018,1
0,BET,EMK,2018,1
0,BET,HCR,2018,1
0,BET,KGX,2018,1
0,BET,KOT,2018,1
0,BET,SHX,2018,1
0,BET,SLQ,2018,1
0,BET,SXP,2018,1
0,BRW,AKP,2018,1
0,BRW,ANC,2018,1
0,BRW,ANI,2018,1
0,BRW,BTI,2018,1
0,BRW,FAI,2018,1
0,BRW,IAN,2018,1
0,BRW,KVL,2018,1
0,BRW,OTZ,2018,1
0,BRW,WTK,2018,1
0,BTI,ANC,2018,1
0,BTI,BRW,2018,1
0,BTI,NUI,2018,1
0,BTI,PHO,2018,1
0,FAI,AET,2018,1
0,FAI,AKP,2018,1
0,FAI,HSL,2018,1
0,FAI,KAL,2018,1
0,FAI,KYU,2018,1
0,FAI,NUI,2018,1
0,FAI,NUL,2018,1
0,GAL,ANC,2018,1
0,GAL,UNK,2018,1
0,GLV,ANC,2018,1
0,HCR,ANC,2018,1
0,HCR,BET,2018,1
0,KGX,ANC,2018,1
0,KGX,BET,2018,1
0,KLG,ANC,2018,1
0,KLG,KGX,2018,1
0,KSM,ANC,2018,1
0,KSM,ANV,2018,1
0,KSM,FAI,2018,1
0,KSM,OME,2018,1
0,KSM,PQS,2018,1
0,KSM,TLT,2018,1
0,KTS,ANC,2018,1
0,KVL,TLA,2018,1
0,MOU,KSM,2018,1
0,MOU,RSH,2018,1
0,OME,ANC,2018,1
0,OME,ENA,2018,1
0,OME,FAI,2018,1
0,OME,KKA,2018,1
0,OME,KSM,2018,1
0,OME,PTU,2018,1
0,OTZ,BRW,2018,1
0,OTZ,RBD,2018,1
0,OTZ,RDB,2018,1
0,SCC,AIN,2018,1
0,SCC,AKP,2018,1
0,SCC,ANC,2018,1
0,SCC,ATK,2018,1
0,SCC,BTI,2018,1
0,SCC,ENA,2018,1
0,SCC,FAI,2018,1
0,SCC,PIZ,2018,1
0,SHH,ANC,2018,1
0,SHX,ANC,2018,1
0,SLQ,BET,2018,1
0,SLQ,SRV,2018,1
0,SVA,ANC,2018,1
0,UNK,ANI,2018,1
0,UNK,AUK,2018,1
0,UNK,ELI,2018,1
0,UNK,EMK,2018,1
0,UNK,FAI,2018,1
0,UNK,GAM,2018,1
0,UNK,GLV,2018,1
0,UNK,KSM,2018,1
0,UNK,KTS,2018,1
0,UNK,SHH,2018,1
0,UNK,SVA,2018,1
0,UNK,WAA,2018,1
0,UNK,WMO,2018,1
0,WLK,TLA,2018,1
0,WMO,KTS,2018,1
0,AET,FAI,2018,2
0,AIN,BRW,2018,2
0,AIN,FAI,2018,2
0,AKI,BET,2018,2
0,AKI,TLT,2018,2
0,AKN,WNA,2018,2
0,AKP,ANC,2018,2
0,AKP,FAI,2018,2
0,ANC,ANI,2018,2
0,ANC,ANI,2018,2
0,ANC,KSM,2018,2
0,ANC,KSM,2018,2
0,ANC,UNK,2018,2
0,ANI,ANC,2018,2
0,ANI,ANC,2018,2
0,ANI,ANV,2018,2
0,ANI,KGX,2018,2
0,ANI,KSM,2018,2
0,ANI,KSM,2018,2
0,ANI,MOU,2018,2
0,ANI,RSH,2018,2
0,ANI,TLT,2018,2
0,ANV,ANI,2018,2
0,ATK,FAI,2018,2
0,ATT,KSM,2018,2
0,AUK,KSM,2018,2
0,BET,CYF,2018,2
0,BET,DLG,2018,2
0,BET,EEK,2018,2
0,BET,KUK,2018,2
0,BET,KWK,2018,2
0,BET,KWT,2018,2
0,BET,OOK,2018,2
0,BKC,OME,2018,2
0,BRW,AIN,2018,2
0,BRW,BTI,2018,2
0,BRW,PIZ,2018,2
0,BRW,WTK,2018,2
0,BTI,FAI,2018,2
0,BTI,FAI,2018,2
0,BTI,SCC,2018,2
0,BTI,SCC,2018,2
0,BTI,SCC,2018,2
0,CYF,KWK,2018,2
0,EMK,BET,2018,2
0,EMK,MLL,2018,2
0,FAI,AET,2018,2
0,FAI,AKP,2018,2
0,FAI,AKP,2018,2
0,FAI,BRW,2018,2
0,FAI,BTI,2018,2
0,FAI,GAL,2018,2
0,FAI,KAL,2018,2
0,FAI,OTZ,2018,2
0,FAI,OTZ,2018,2
0,FAI,SCC,2018,2
0,FAI,SCC,2018,2
0,GAL,FAI,2018,2
0,HPB,SXP,2018,2
0,HSL,OTZ,2018,2
0,KGX,ANI,2018,2
0,KKH,BET,2018,2
0,KKI,AKI,2018,2
0,KKI,KWT,2018,2
0,KKI,NUP,2018,2
0,KLG,VAK,2018,2
0,KPN,KKH,2018,2
0,KSM,ANC,2018,2
0,KSM,ANC,2018,2
0,KSM,ANI,2018,2
0,KSM,AUK,2018,2
0,KSM,OME,2018,2
0,KSM,PQS,2018,2
0,KSM,SMK,2018,2
0,KSM,SXP,2018,2
0,KSM,VAK,2018,2
0,KWN,PTU,2018,2
0,KWT,BET,2018,2
0,KWT,NUP,2018,2
0,MOU,ANC,2018,2
0,NUI,FAI,2018,2
0,NUI,FAI,2018,2
0,NUI,SCC,2018,2
0,NUP,KWT,2018,2
0,OME,GAL,2018,2
0,OME,KKA,2018,2
0,OME,KSM,2018,2
0,OME,PHO,2018,2
0,OME,SVA,2018,2
0,OOK,BET,2018,2
0,OTZ,BKC,2018,2
0,OTZ,BRW,2018,2
0,OTZ,FAI,2018,2
0,OTZ,GAL,2018,2
0,OTZ,PIZ,2018,2
0,OTZ,PIZ,2018,2
0,OTZ,SHH,2018,2
0,OTZ,WTK,2018,2
0,PAQ,OTZ,2018,2
0,PIZ,BRW,2018,2
0,PQS,ANC,2018,2
0,RBY,GAL,2018,2
0,RSH,ANC,2018,2
0,RSH,ANI,2018,2
0,RSH,KSM,2018,2
0,SCC,BRW,2018,2
0,SCC,BTI,2018,2
0,SCC,BTI,2018,2
0,SCC,NUI,2018,2
0,SCC,NUI,2018,2
0,SHH,OTZ,2018,2
0,SHX,KSM,2018,2
0,SKK,ANC,2018,2
0,SKK,OME,2018,2
0,SKK,UNK,2018,2
0,SMK,ANC,2018,2
0,SXP,AUK,2018,2
0,TLT,AKI,2018,2
0,TLT,ANI,2018,2
0,TOG,BET,2018,2
0,UNK,ANC,2018,2
0,UNK,ANI,2018,2
0,UNK,KSM,2018,2
0,UNK,OME,2018,2
0,UNK,SKK,2018,2
0,UNK,SKK,2018,2
0,UNK,SMK,2018,2
0,UNK,WMO,2018,2
0,WBB,KSM,2018,2
0,WBB,KSM,2018,2
0,WLK,IAN,2018,2
0,WMO,ELI,2018,2
0,WMO,UNK,2018,2
0,WNA,ATT,2018,2
0,WNA,BET,2018,2
0,WNA,WTL,2018,2
0,WTL,KSM,2018,2
0,ABL,BKC,2018,3
0,ANC,ANI,2018,3
0,ANC,ANI,2018,3
0,ANC,ANV,2018,3
0,ANC,ANV,2018,3
0,ANC,ATT,2018,3
0,ANC,AUK,2018,3
0,ANC,BET,2018,3
0,ANC,CHU,2018,3
0,ANC,CHU,2018,3
0,ANC,CKD,2018,3
0,ANC,CKD,2018,3
0,ANC,CYF,2018,3
0,ANC,EMK,2018,3
0,ANC,GLV,2018,3
0,ANC,HCR,2018,3
0,ANC,HCR,2018,3
0,ANC,HPB,2018,3
0,ANC,KGX,2018,3
0,ANC,KKA,2018,3
0,ANC,KKH,2018,3
0,ANC,KLG,2018,3
0,ANC,KLG,2018,3
0,ANC,KOT,2018,3
0,ANC,KPN,2018,3
0,ANC,KSM,2018,3
0,ANC,KSM,2018,3
0,ANC,KUK,2018,3
0,ANC,KWK,2018,3
0,ANC,KWN,2018,3
0,ANC,KWT,2018,3
0,ANC,MLL,2018,3
0,ANC,MOU,2018,3
0,ANC,MYU,2018,3
0,ANC,NME,2018,3
0,ANC,NUP,2018,3
0,ANC,OME,2018,3
0,ANC,PQS,2018,3
0,ANC,RSH,2018,3
0,ANC,RSH,2018,3
0,ANC,SCM,2018,3
0,ANC,SHX,2018,3
0,ANC,SKK,2018,3
0,ANC,SKK,2018,3
0,ANC,SLQ,2018,3
0,ANC,SLQ,2018,3
0,ANC,SMK,2018,3
0,ANC,SRV,2018,3
0,ANC,SVA,2018,3
0,ANC,SXP,2018,3
0,ANC,TLT,2018,3
0,ANC,TNK,2018,3
0,ANC,UNK,2018,3
0,ANC,VAK,2018,3
0,ANC,WBB,2018,3
0,ANC,WTL,2018,3
0,ANI,ANC,2018,3
0,ANI,ANC,2018,3
0,ANI,BET,2018,3
0,ANI,EMK,2018,3
0,ANI,KKH,2018,3
0,ANI,KOT,2018,3
0,ANI,KSM,2018,3
0,ANI,MOU,2018,3
0,ANV,ANC,2018,3
0,BET,ANC,2018,3
0,BET,ANV,2018,3
0,BET,CHU,2018,3
0,BET,CKD,2018,3
0,BET,CYF,2018,3
0,BET,EMK,2018,3
0,BET,HCR,2018,3
0,BET,KGX,2018,3
0,BET,KOT,2018,3
0,BET,RDV,2018,3
0,BET,SHX,2018,3
0,BET,SLQ,2018,3
0,BET,SRV,2018,3
0,BET,SXP,2018,3
0,BRW,AKP,2018,3
0,BRW,BTI,2018,3
0,BRW,IAN,2018,3
0,BRW,KVL,2018,3
0,BRW,PHO,2018,3
0,BRW,WLK,2018,3
0,BRW,WTK,2018,3
0,BTI,ANC,2018,3
0,BTI,BRW,2018,3
0,CHU,ANC,2018,3
0,CKD,BET,2018,3
0,CKD,MOU,2018,3
0,CKD,TLT,2018,3
0,EMK,ANC,2018,3
0,EMK,AUK,2018,3
0,EMK,SXP,2018,3
0,FAI,AET,2018,3
0,FAI,AKP,2018,3
0,FAI,ANC,2018,3
0,FAI,BRW,2018,3
0,FAI,HSL,2018,3
0,FAI,KAL,2018,3
0,FAI,KYU,2018,3
0,FAI,NUI,2018,3
0,FAI,NUL,2018,3
0,FAI,SCC,2018,3
0,GAL,ANC,2018,3
0,GAL,IAN,2018,3
0,HCR,ANC,2018,3
0,HCR,BET,2018,3
0,KGX,ANC,2018,3
0,KKA,UNK,2018,3
0,KLG,ANC,2018,3
0,KLG,KGX,2018,3
0,KSM,ANC,2018,3
0,KSM,ANC,2018,3
0,KSM,BRW,2018,3
0,KSM,MOU,2018,3
0,KSM,RSH,2018,3
0,KSM,VDZ,2018,3
0,KYU,FAI,2018,3
0,NUI,ANC,2018,3
0,OME,ANC,2018,3
0,OME,FAI,2018,3
0,OME,KKA,2018,3
0,OME,MOU,2018,3
0,OME,WTL,2018,3
0,OTZ,AIN,2018,3
0,OTZ,KVL,2018,3
0,OTZ,PIZ,2018,3
0,OTZ,SHG,2018,3
0,RDV,ANI,2018,3
0,SCC,AIN,2018,3
0,SCC,AIN,2018,3
0,SCC,AKP,2018,3
0,SCC,ANC,2018,3
0,SCC,ATK,2018,3
0,SCC,ENA,2018,3
0,SCC,FAI,2018,3
0,SCC,PIZ,2018,3
0,SCC,PIZ,2018,3
0,SHH,ANC,2018,3
0,SHX,ANC,2018,3
0,SKK,NME,2018,3
0,SKK,WBB,2018,3
0,SLQ,BET,2018,3
0,SMK,ANC,2018,3
0,SVA,ANC,2018,3
0,TLA,KTS,2018,3
0,UNK,ANI,2018,3
0,UNK,ELI,2018,3
0,UNK,FAI,2018,3
0,UNK,GLV,2018,3
0,UNK,KSM,2018,3
0,UNK,KTS,2018,3
0,UNK,SMK,2018,3
0,UNK,SVA,2018,3
0,UNK,WAA,2018,3
0,UNK,WMO,2018,3
0,ABQ,ABQ,2018,6
0,ABQ,DRO,2018,6
0,ABQ,FMN,2018,6
0,AFW,ICT,2018,6
0,AFW,LBB,2018,6
0,AFW,MAF,2018,6
0,AFW,SHV,2018,6
