Name	Id	Inertia	Load	PV	Wind	Lat	Lon
D-66	1070000000	58	0.0	28.3170202505	20.5592836375	9.03105296825844	52.1658145410673
D-65	1120000000	59	0.0	79.4617793074	100.423666229	8.06357517971358	52.3080092377744
D-64	79329000	60	396.6465235	33.5915210182	16.129763638	10.0020949272867	52.1499928519211
E-211	81368000	61	406.8386555	16.8611669702	118.491317246	9.66904549700818	48.3569300968595
E-217	228004000	62	1140.018656	2.58178747255	49.9479975924	8.63346245535577	48.0972113849255
E-215	81368000	63	406.8386555	1.94628415424	77.4536241764	8.89216233850686	48.2285571644019
E-218	229330000	64	1146.648655	1.70145186054	112.871664815	9.45459273381287	48.0018010595849
D-161	637500000	207	0.0	1.68686798745	62.6691123471	11.1234817019148	49.5531236512651
D_Siersd	78400000	65	392.0000076	187.886688637	134.3316131	6.32874506720913	51.0198227102645
D-138	72512000	66	362.5622272	79.9284632463	70.1753876332	8.78016980670411	50.6512065349759
D-139	67600000	67	338.0000114	48.2063295969	77.9145629531	9.74469887850472	50.5027134381567
D-231	0	68	0.0	0.956790461839	203.796810307	12.7914264668876	48.4043218996021
D-133	72512000	69	362.5622272	20.440402975	16.7321217902	8.34584650476979	50.7970969308522
D-130	72512000	70	362.5622272	27.0248007076	32.9087305962	8.53799727673587	50.7921528095592
D-131	139800000	71	698.9999771	37.0916505599	39.3883896038	8.00577567850389	50.8419228047362
D-136	2605500000	72	0.0	81.1610214902	36.9705602197	6.56757855476996	50.9323199397323
D-137	138469000	73	692.3458099	1.6020163622	40.8503123973	7.01279212228239	50.8503578383177
D-134	86349000	74	431.744194	8.53112382233	68.9658100378	11.0052734971902	50.4888170228891
D-135	86349000	75	431.744194	6.54506546874	29.7210494871	11.2179179785778	50.4156891114
D-47	148000000	164	0.0	246.7878585	70.8131006292	13.0893776102913	52.1529151728945
D-46	66064000	165	330.3195477	178.214929164	72.8349557622	14.5225537246027	52.0398493132305
D-189	675000000	78	0.0	0.00176774219277	32.5459015112	9.40868562536066	48.9979286303092
CZ-15	0	79	0.0	0	0	13.3508738912701	50.2074778185854
D-187	95218000	80	476.0888577	0.358409729585	122.228766177	11.9899030110583	48.7768248909269
D-186	81368000	81	406.8386555	0.00265161328916	87.1567610725	9.11120860088349	49.1376151810191
D-185	153184000	82	765.9222603	51.5274752416	42.0744738658	6.62710705850911	49.5017650240876
D-183	95218000	83	476.0888577	0.230690356157	129.022199424	12.1824977866808	48.8954211632016
D-182	0	84	0.0	0.0	96.0745784995	8.64960064976384	49.2955723982262
D-181	968500000	85	0.0	0.883871096387	20.8947127186	9.38425189852862	49.2172148975552
D-180	67545000	86	337.7249241	113.639748798	89.3226871942	7.27881115767759	49.4822135543521
D-107	72512000	87	362.5622272	38.5668314197	62.4790800614	8.97750603168948	51.3374768067906
D-106	72512000	88	362.5622272	12.0007598112	53.4490110052	9.62249922332541	51.2741247801233
D-105	138469000	89	692.3458099	1.49374215289	8.17448183493	7.30190119674057	51.5366900880984
D-104	1130000000	90	0.0	9.0994529373	35.4038987013	7.35298792991461	51.5988444912482
D-103	71567000	91	357.8364134	32.292672442	17.8648026002	12.7266786173	51.0223211881785
D-102	750000000	92	0.0	9.21965940641	20.2569997225	7.12085045180447	51.6542680856327
D-101	138469000	93	692.3458099	35.2023760913	29.6141010844	7.95462756016462	51.5775516702238
D-100	2430000000	94	0.0	59.1163924752	129.213115581	6.74409551762261	51.7197754724832
D-109	138469000	95	692.3458099	9.55508848749	49.0632426249	6.9744628309895	51.5340818054669
D-108	335000000	96	0.0	17.1347250746	50.3855137851	7.5098469134238	51.4765361418569
D-224	95218000	97	476.0888577	0.0	41.7885415661	10.3661996182811	47.5771669661082
D-229	43325000	99	216.627264	0	0	6.26690935810182	50.2728750101902
D_oberbr	95218000	100	476.0888577	3.62519730183	63.6895415279	10.9314682913619	47.629037759034
D_leupol	108414000	101	542.0688577	12.9951147946	76.895459579	10.463005533684	47.6829028620248
D-188	1645218000	102	476.0888577	0.428677481748	398.589625756	13.232229455743	48.5836966287955
D-198	95218000	103	476.0888577	9.06233035125	169.183976237	10.9471131107203	48.5487576268162
D_Diele	39400000	104	197.0000029	168.578524536	75.6580400441	7.50175715847396	53.1193914878809
D-190	1286000000	105	0.0	30.2765624712	166.386082282	11.4998819002199	48.7613575884517
D-191	905000000	106	0.0	0.692954939567	255.683137214	12.4611026856213	48.5581743401656
D-192	1011000000	107	0.0	16.8823798765	88.4936161058	8.17849406099698	49.0347051532595
D-193	98163000	108	490.8125877	1.64002281935	103.079256938	12.3451301262744	48.5360182270936
D-194	76400000	109	381.9999933	67.069906536	213.792066601	10.1870580767455	48.7266919309552
D-195	81368000	110	406.8386555	4.86129103013	40.4459413707	9.51866605000408	48.7915052646107
D-196	81368000	111	406.8386555	1.10660661268	70.3300650751	9.18824987246086	48.7943645260214
D-197	1050000000	30	0.0	0.295654881741	84.3248380797	11.9397230418961	48.452876800984
D-110	138469000	113	692.3458099	2.55880682404	18.3036445995	7.25481344719403	51.4688369703161
D-111	82500000	114	0.0	15.5278474213	29.0762655223	7.80143052219779	51.3827439486977
D-112	72512000	115	362.5622272	3.44709727591	20.6405997784	9.60363903379567	51.1567584193923
D-113	71567000	116	357.8364134	38.858066946	41.0885156577	12.8134455765178	50.7603677017046
D-114	86349000	117	431.744194	112.062038891	63.5936415139	11.8531726559258	50.8411152246022
D-115	86343000	118	431.7149639	15.1729731761	45.0491420406	12.1609607620606	50.7894902991095
D-116	138469000	119	692.3458099	14.997966699	31.4516690938	8.47822810914429	51.1656616089737
D-117	71567000	120	357.8364134	9.9064272483	25.3936165992	12.5879536180571	50.7027805875458
D-118	70140000	121	350.6999969	171.334434615	105.807325077	10.4504383317182	50.9003073434892
D-119	1225000000	122	0.0	60.9566120979	77.2697789883	9.33482241154377	51.0022310649926
D-20	101612000	181	508.058691	41.5684576631	12.1744404816	9.64713025225001	53.4761125241373
E_obermo	136656000	123	683.2786555	0.00176774219277	92.1364908296	9.68949534693616	47.6073804208981
D-56	1084500000	124	0.0	86.4779480705	87.353864327	7.43623357429931	52.5226611705005
D-212	81368000	39	406.8386555	4.26865546	70.9169554831	7.87023390989817	48.5275979383822
D-54	0	126	0.0	60.485950739	33.0108177079	8.9905419201946	52.3771517593011
D-55	1310000000	127	0.0	100.429853327	51.6348655798	10.4938747208363	52.2014571209362
D-52	116068000	128	580.339241	323.722650343	105.376879853	11.7340535411921	52.1447096724095
D-216	95218000	98	476.0888577	0.0220967774097	82.6503442876	12.1679478126941	47.849146853514
D-50	79329000	130	396.6465235	50.6948686688	53.1754529008	8.49469432600947	52.5941802365287
D-51	216000000	131	0.0	141.825956126	52.2076140503	10.8560567196569	52.2710035460773
D-158	72512000	132	362.5622272	3.97741993374	28.3797750983	8.86252999742919	49.9245247330043
D-219	95218000	133	476.0888577	12.9739018883	154.787041884	10.2856649725812	47.8929479232679
D-199	81368000	134	406.8386555	14.0796246299	69.9513263103	8.59640837048274	48.7754961749417
D-58	500000000	135	0.0	268.990700441	58.8790730858	11.1226635251395	52.0981095992926
D-53	500000000	129	0.0	152.401031859	35.2965083631	10.0740486138032	52.2920493067302
D-34	292318000	137	1461.590767	41.4204092544	32.6144015211	13.1150500506443	52.5523938934232
D-59	79329000	136	396.6465235	27.2824491322	28.3271847681	9.20446286057001	52.3083400106522
D-36	300000000	139	0.0	64.2883641957	18.6408414228	8.98284744273218	52.9813469527519
D-37	116485000	140	582.4244022	86.0824157549	24.2109970722	8.68055407614234	53.0034651240437
D-30	79452000	141	397.2604275	155.390725842	56.5505146824	10.4242671221932	52.9549539078485
D-31	250000000	142	0.0	51.9004688443	20.5804965438	8.68804734981719	53.1194588997757
D-32	872500000	143	0.0	40.2603284404	15.7196474492	8.4272649489892	53.1336760928868
D-33	79452000	144	397.2604275	135.504068109	34.1249372249	9.32377304607213	53.0199080800851
D-214	95218000	146	476.0888577	0.0176774219277	72.6988396134	11.3313289477997	47.9926566071907
D-38	250000000	147	0.0	27.6209717621	19.6219383398	12.9916895186534	52.5209034843719
D-39	66064000	148	330.3195477	189.463514673	31.6372820241	12.8522643760138	52.5324281362556
D-154	200000000	149	0.0	150.968276812	352.082538341	10.1654907568352	49.8972327377173
DK-8	123090000	150	615.45	0	0	9.38077612861955	54.9984938575769
PL-28	0	151	0.0	0	0	14.2596653565314	52.8003193802533
D-155	750000000	152	0.0	76.0049594494	67.5958098384	8.33859731953496	50.0650890206599
D-156	95218000	153	476.0888577	13.2381793461	152.616254471	12.1657926848239	49.6000799259301
D-157	72512000	154	362.5622272	0.0	24.3886551626	8.59600735803868	49.9928013116764
D-150	95218000	156	476.0888577	16.8943121363	32.1927950082	11.1128305457086	49.9192384354838
D_Rommer	2565000000	157	0.0	23.8079518523	13.6584600525	6.70481098364993	51.0845577261385
D-41	80000000	158	0.0	111.514480747	97.2921109348	13.5947389080342	52.4168822399872
D-164	66079000	159	330.3974628	363.635617442	105.889967025	7.76480847535357	49.8324520696465
D-43	79452000	160	397.2604275	125.545934402	26.1272296092	9.06598418328848	52.8054709089338
D-42	79329000	161	396.6465235	134.189751789	155.066787086	8.23734906330786	52.9071966789334
D-208	81368000	145	406.8386555	2.71083265262	79.499343829	8.78544344770237	48.5078408362784
D-209	95218000	155	476.0888577	0.000441935548193	79.966911639	11.7586465401922	48.1696540813299
D-163	81368000	76	406.8386555	101.248759898	130.258735088	9.56681575124282	49.6823301404006
D-162	66079000	77	330.3974628	73.7254558918	81.0430246988	6.90135032072366	50.0271100621441
D-49	345000000	166	0.0	102.776531088	29.7396107801	9.29656658787206	52.5212440347321
D-48	79452000	167	397.2604275	110.387545099	85.5220414798	7.41933874980241	52.7585480590142
D-206	95218000	168	476.0888577	0.0486129103013	61.3883831285	11.9983754521912	48.218812098335
D-207	95218000	2	476.0888577	8.36230444292	94.5057073034	11.4118575638715	48.263773530767
D-200	81368000	170	406.8386555	0.161306475091	59.6701377171	8.18019456758794	48.7967014808288
D-201	81368000	171	406.8386555	18.715970466	46.8487035929	9.60566282037036	48.6070574675876
D-202	171500000	172	0.0	3.53901986993	150.375641242	10.5242763520869	48.4973683503403
D-203	81368000	173	406.8386555	0.00132580664458	73.6808204015	9.3413140882998	48.6148973485773
D-27	500000000	174	0.0	457.563273049	47.6269520933	7.3688609537847	53.4683381710855
D-26	200000000	175	0.0	69.6777682059	16.8010637357	8.52534661072536	53.3539822118249
D-25	66064000	176	330.3195477	628.136252714	128.364599328	11.8831504924885	52.9879410030821
D-24	79452000	177	397.2604275	257.462811667	51.5164268529	8.75442107284309	53.4606086068767
D-23	150000000	178	0.0	74.7936141118	23.7089582895	9.92912936519093	53.408403444634
D-22	3319000000	179	0.0	116.422175009	22.2222871054	8.09627476871978	53.618155077293
D-21	200000000	180	0.0	57.3946115794	37.2640054237	10.4646459361116	53.3851029575347
D-35	292318000	138	1461.590767	29.5177591349	47.665400486	13.3827149164791	52.50832101033
D-45	66064000	162	330.3195477	144.260579061	164.728823976	12.4608807557214	52.3417688718079
D-151	93200000	182	465.9999847	7.24995266811	124.562627807	10.8692511301507	49.8884461921872
D-29	79452000	183	397.2604275	187.320127264	40.4437316929	7.63073973287943	53.3808285764842
D_185	153117000	184	765.5849241	36.0504504083	98.9966563442	6.9502352930159	49.4684198049521
D-210	95218000	185	476.0888577	3.89521992178	187.081924003	10.9006659662182	48.244835920476
D-57	66064000	125	330.3195477	357.549723008	220.961586999	13.8510524682453	51.8062500808278
D-124	72512000	112	362.5622272	56.1607275289	61.3410960248	9.69574687593298	50.8228248215806
D-44	79548000	163	397.7378607	129.856131803	51.7780526974	7.3883637796759	52.9619671722053
D-152	72512000	187	362.5622272	0.0	23.2449259639	9.03867336633339	50.0787567785173
D-165/16	1193000000	186	0.0	36.0531020216	68.8106906604	8.57715502438208	49.7032978488316
D-176	1750000000	188	0.0	6.29758156176	27.7102427428	9.22507410025417	49.3624064924838
D-177	2728735000	189	813.6773109	34.2606114381	112.990103542	8.4696507082526	49.3971598465518
D-174	95218000	190	476.0888577	75.9709304122	290.977877835	10.844968786639	49.3677960107328
D-175	72512000	191	362.5622272	5.30322657832	25.9186360304	9.0018275986998	49.5019371732395
D-172	386000000	192	0.0	9.96476274067	164.555585241	12.1661979815004	49.2588600376769
D-173	43325000	193	216.627264	60.1783635975	54.0142465713	6.69538595722427	49.8482501379644
D-170	1286000000	194	0.0	86.4695512951	114.710116696	11.4202548622189	49.3535525282876
D-171	81368000	195	406.8386555	26.2288747853	32.7606821876	9.43294850591733	49.5726183007284
D-72	138469000	196	692.3458099	12.7410018544	20.2048513279	8.72946403935359	52.0117460749685
D-178	66079000	197	330.3974628	68.4027841494	96.8444302245	7.70941119281046	49.4592918164105
D-179	0	198	0.0	36.409744009	148.207947378	9.61544564270693	49.2241446799469
D-12	600500000	199	0.0	774.84736439	150.519270295	9.2661720720612	53.9058014720706
D-13	66064000	200	330.3195477	384.572314038	138.575078234	13.7696461190436	53.3791789021558
D-10	168481000	201	842.4025536	114.915616726	33.0408693251	9.5849500440286	53.9315978973302
D-11	168481000	202	842.4025536	215.253105523	47.2433520374	10.5405993118537	53.7791910564234
D-16	885500000	203	0.0	3.49129083073	10.6913047819	9.74123589946068	53.6092963827877
D-17	101612000	204	508.058691	4.69998455504	15.552595812	10.2776299460675	53.5189770779839
D-14	101612000	205	508.058691	25.3480972377	18.2740349178	9.98535375211888	53.7716859968778
D-15	30696000	206	153.4790039	164.01863355	86.422706127	11.4103423549283	53.4940581619259
D-153	72512000	169	362.5622272	0.00176774219277	24.4916261453	8.60087229100562	50.0965413793811
D-18	410000000	208	0.0	99.5062080312	29.068752618	9.52035995754573	53.5323635559989
D-19	111800000	209	559.0000153	240.642744702	173.09598971	14.0589030360621	53.0104398381007
D-1	1250000000	210	0.0	1024.83527819	271.761636328	9.36959992911248	54.6450668053652
D-2	50696000	211	253.478837	98.1848207421	52.030839831	12.8622729405962	54.1837359124107
D-3	50696000	212	253.478837	355.805845335	109.720222421	13.2020619655891	53.9869557130628
D-4	171500000	213	0.0	37.3183634961	39.5249476882	10.1558531695942	54.3098577901481
D-5	901000000	214	0.0	141.648298036	39.48605736	11.9258232934758	54.0960307700304
D-6	168481000	215	842.4025536	84.7636800791	41.8548318983	9.75890804670166	54.2718282781349
D-7	50696000	216	253.478837	94.9684138224	32.8813305922	12.1117085838954	53.9745043684036
D-8	50696000	217	253.478837	72.8614718951	74.0511623908	12.9532010912719	53.7701730720916
D-9	50696000	218	253.478837	184.899204331	72.7293331662	12.0916253670416	53.6820065839166
D-205	98163000	219	490.8125877	1.35453245521	79.6699309506	10.9973478371179	48.3445291810457
D-160	66079000	220	330.3974628	76.5653337245	43.7790192751	6.50533321336093	50.0750038088791
D-213	95218000	221	476.0888577	1.84729059145	126.638841013	10.1559190100327	48.1420131894809
D-143	72512000	222	362.5622272	24.5915035792	46.9375326381	8.18632918214873	50.4034494617887
D-142	95218000	223	476.0888577	13.5537213275	83.9098605999	11.2659296910031	50.1395378724854
D-141	66079000	224	330.3974628	8.71496901037	47.9407263325	7.17547471553485	50.6980436954475
D-140	95218000	225	476.0888577	85.322286612	101.845814823	11.8648485943253	50.188907730427
D-147	138469000	226	692.3458099	69.5253004418	53.9550272078	6.63388282807104	50.5031755313995
D-146	66079000	227	330.3974628	68.6038648238	25.5730424318	7.58703306768307	50.4019777745067
D-145	66079000	228	330.3974628	43.9540257522	36.6576698516	7.78679777687193	50.3912751255602
D-144	66079000	229	330.3974628	54.8777886325	58.3567052678	7.45500142695809	50.4336944147735
D-149	225000000	230	0.0	46.7656197098	39.2368057108	9.09485458858784	50.1548531693224
D-148	675000000	231	0.0	19.1366931079	38.6967604709	8.82533189123334	50.2241485833738
